короткий,коро'ткий,short,"kurz, knapp, eng, nah (vertraut)",коро'че,кратча'йший,"коро'ток,ко'роток",коротка',"коро'тко,ко'ротко,коротко'","коро'тки,ко'ротки,коротки'",коро'ткий,коро'ткого,коро'ткому,"коро'ткий,коро'ткого",коро'тким,коро'тком,коро'ткая,коро'ткой,коро'ткой,коро'ткую,"коро'ткой,(коро'ткою)",коро'ткой,коро'ткое,коро'ткого,коро'ткому,коро'ткое,коро'тким,коро'тком,коро'ткие,коро'тких,коро'тким,"коро'ткие,коро'тких",коро'ткими,коро'тких
данный,да'нный,"given, present","gegeben, vorliegend, entsprechend",,,да'н,"да'на,дана'","да'но,дано'","да'ны,даны'",да'нный,да'нного,да'нному,"да'нного,да'нный",да'нным,да'нном,да'нная,да'нной,да'нной,да'нную,"да'нной,да'нною",да'нной,да'нное,да'нного,да'нному,да'нное,да'нным,да'нном,да'нные,да'нных,да'нным,"да'нных,да'нные",да'нными,да'нных
необходимый,необходи'мый,"necessary, indispensable","nötig, notwendig; erforderlich, unverzichtbar",необходи'мее,необходи'мейший,необходи'м,необходи'ма,необходи'мо,необходи'мы,необходи'мый,необходи'мого,необходи'мому,"необходи'мый,необходи'мого",необходи'мым,необходи'мом,необходи'мая,необходи'мой,необходи'мой,необходи'мую,"необходи'мой,(необходи'мою)",необходи'мой,необходи'мое,необходи'мого,необходи'мому,необходи'мое,необходи'мым,необходи'мом,необходи'мые,необходи'мых,необходи'мым,"необходи'мые,необходи'мых",необходи'мыми,необходи'мых
добрый,до'брый,good; kind,"gutmütig, gutherzig; gut",добре'е,добре'йший,добр,добра',до'бро,"до'бры,добры'",до'брый,до'брого,до'брому,"до'брого,до'брый",до'брым,до'бром,до'брая,до'брой,до'брой,до'брую,"до'брой,до'брою",до'брой,до'брое,до'брого,до'брому,до'брое,до'брым,до'бром,до'брые,до'брых,до'брым,"до'брых,до'брые",до'брыми,до'брых
тёмный,тёмный,"dark, obscure, shady; ignorant",dunkel,темне'е,темне'йший,тёмен,темна',темно',темны',тёмный,тёмного,тёмному,"тёмный,тёмного",тёмным,тёмном,тёмная,тёмной,тёмной,тёмную,"тёмной,(тёмною)",тёмной,тёмное,тёмного,тёмному,тёмное,тёмным,тёмном,тёмные,тёмных,тёмным,"тёмные,тёмных",тёмными,тёмных
серый,се'рый,"grey, dull, dim",grau,,,сер,сера',се'ро,се'ры,се'рый,се'рого,се'рому,"се'рый,се'рого",се'рым,се'ром,се'рая,се'рой,се'рой,се'рую,"се'рой,(се'рою)",се'рой,се'рое,се'рого,се'рому,се'рое,се'рым,се'ром,се'рые,се'рых,се'рым,"се'рые,се'рых",се'рыми,се'рых
основной,основно'й,basic; fundamental; main,"Grund-, Haupt-",,,,,,,основно'й,основно'го,основно'му,"основно'й,основно'го",основны'м,основно'м,основна'я,основно'й,основно'й,основну'ю,"основно'й,(основно'ю)",основно'й,основно'е,основно'го,основно'му,основно'е,основны'м,основно'м,основны'е,основны'х,основны'м,"основны'е,основны'х",основны'ми,основны'х
бывший,бы'вший,"former, late, quondam, ex-","ehemalig; der frühere, der Ex-",,,,,,,бы'вший,бы'вшего,бы'вшему,"бы'вший,бы'вшего",бы'вшим,бы'вшем,бы'вшая,бы'вшей,бы'вшей,бы'вшую,"бы'вшей,(бы'вшею)",бы'вшей,бы'вшее,бы'вшего,бы'вшему,бы'вшее,бы'вшим,бы'вшем,бы'вшие,бы'вших,бы'вшим,"бы'вшие,бы'вших",бы'вшими,бы'вших
подобный,подо'бный,"similar; like, such as","ähnlich; derartig, solch",,,подо'бен,подо'бна,подо'бно,подо'бны,подо'бный,подо'бного,подо'бному,"подо'бный,подо'бного",подо'бным,подо'бном,подо'бная,подо'бной,подо'бной,подо'бную,"подо'бной,(подо'бною)",подо'бной,подо'бное,подо'бного,подо'бному,подо'бное,подо'бным,подо'бном,подо'бные,подо'бных,подо'бным,"подо'бные,подо'бных",подо'бными,подо'бных
широкий,широ'кий,"wide, broad","breit, weit, zu weit, umfassend, weitreichend",ши'ре,широча'йший,широ'к,широка',"широ'ко,,широко'","широ'ки,,широки'",широ'кий,широ'кого,широ'кому,"широ'кий,широ'кого",широ'ким,широ'ком,широ'кая,широ'кой,широ'кой,широ'кую,"широ'кой,(широ'кою)",широ'кой,широ'кое,широ'кого,широ'кому,широ'кое,широ'ким,широ'ком,широ'кие,широ'ких,широ'ким,"широ'кие,широ'ких",широ'кими,широ'ких
прежний,пре'жний,former,"der frühere, der ehemalige, alt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
небольшой,небольшо'й,"small, not great, short","nicht groß, klein, gering",,,,,,,небольшо'й,небольшо'го,небольшо'му,"небольшо'й,небольшо'го",небольши'м,небольшо'м,небольша'я,небольшо'й,небольшо'й,небольшу'ю,"небольшо'й,(небольшо'ю)",небольшо'й,небольшо'е,небольшо'го,небольшо'му,небольшо'е,небольши'м,небольшо'м,небольши'е,небольши'х,небольши'м,"небольши'е,небольши'х",небольши'ми,небольши'х
пустой,пусто'й,"empty, hollow, void","leer, hohl",,,пу'ст,пуста',пу'сто,пусты',пусто'й,пусто'го,пусто'му,"пусто'го,пусто'й",пусты'м,пусто'м,пуста'я,пусто'й,пусто'й,пусту'ю,"пусто'й,пусто'ю",пусто'й,пусто'е,пусто'го,пусто'му,пусто'е,пусты'м,пусто'м,пусты'е,пусты'х,пусты'м,"пусты'х,пусты'е",пусты'ми,пусты'х
особый,осо'бый,"special, particular, peculiar","besondere; Sonder-, Extra-; speziell",,,осо'б,осо'ба,осо'бо,осо'бы,осо'бый,осо'бого,осо'бому,"осо'бый,осо'бого",осо'бым,осо'бом,осо'бая,осо'бой,осо'бой,осо'бую,"осо'бой,(осо'бою)",осо'бой,осо'бое,осо'бого,осо'бому,осо'бое,осо'бым,осо'бом,осо'бые,осо'бых,осо'бым,"осо'бые,осо'бых",осо'быми,осо'бых
красивый,краси'вый,"beautiful, handsome","schön, hübsch; halskette",краси'вее;кра'ше,краси'вейший,краси'в,краси'ва,краси'во,краси'вы,краси'вый,краси'вого,краси'вому,"краси'вый,краси'вого",краси'вым,краси'вом,краси'вая,краси'вой,краси'вой,краси'вую,"краси'вой,(краси'вою)",краси'вой,краси'вое,краси'вого,краси'вому,краси'вое,краси'вым,краси'вом,краси'вые,краси'вых,краси'вым,"краси'вые,краси'вых",краси'выми,краси'вых
близкий,бли'зкий,near; close,"nah, baldig, ähnlich, verwandt (im Sinne von); nahestehend, eng (vertraut, intim)",бли'же,ближа'йший,бли'зок,близка',бли'зко,бли'зки,бли'зкий,бли'зкого,бли'зкому,"бли'зкий,бли'зкого",бли'зким,бли'зком,бли'зкая,бли'зкой,бли'зкой,бли'зкую,"бли'зкой,(бли'зкою)",бли'зкой,бли'зкое,бли'зкого,бли'зкому,бли'зкое,бли'зким,бли'зком,бли'зкие,бли'зких,бли'зким,"бли'зкие,бли'зких",бли'зкими,бли'зких
чистый,чи'стый,"clean, neat, tidy, pure, straight, clear, net, mere, sheer, blank","sauber, rein; Rein-",,,чи'ст,чиста',чи'сто,"чи'сты,чисты'",чи'стый,чи'стого,чи'стому,"чи'стый,чи'стого",чи'стым,чи'стом,чи'стая,чи'стой,чи'стой,чи'стую,"чи'стой,(чи'стою)",чи'стой,чи'стое,чи'стого,чи'стому,чи'стое,чи'стым,чи'стом,чи'стые,чи'стых,чи'стым,"чи'стые,чи'стых",чи'стыми,чи'стых
человеческий,челове'ческий,"human, humane","menschlich, Menschen-",,,,,,,челове'ческий,челове'ческого,челове'ческому,"челове'ческий,челове'ческого",челове'ческим,челове'ческом,челове'ческая,челове'ческой,челове'ческой,челове'ческую,"челове'ческой,(челове'ческою)",челове'ческой,челове'ческое,челове'ческого,челове'ческому,челове'ческое,челове'ческим,челове'ческом,челове'ческие,челове'ческих,челове'ческим,"челове'ческие,челове'ческих",челове'ческими,челове'ческих
худой,худо'й,"lean, thin, skinny, emaciated","übel; dünn / mager, hager, schlank",худе'е,худе'йший,худ,худа',ху'до,худы',худо'й,худо'го,худо'му,"худо'го,худо'й",худы'м,худо'м,худа'я,худо'й,худо'й,худу'ю,"худо'й,худо'ю",худо'й,худо'е,худо'го,худо'му,худо'е,худы'м,худо'м,худы'е,худы'х,худы'м,"худы'х,худы'е",худы'ми,худы'х
старший,ста'рший,"elder, oldest, eldest, senior, chief, man in charge, elders","der ältere, der älteste, Ober-",,,,,,,ста'рший,ста'ршего,ста'ршему,"ста'рший,ста'ршего",ста'ршим,ста'ршем,ста'ршая,ста'ршей,ста'ршей,ста'ршую,"ста'ршей,(ста'ршею)",ста'ршей,ста'ршее,ста'ршего,ста'ршему,ста'ршее,ста'ршим,ста'ршем,ста'ршие,ста'рших,ста'ршим,"ста'ршие,ста'рших",ста'ршими,ста'рших
толстый,то'лстый,"thick, heavy, stout, fat, corpulent",dick,то'лще,толсте'йший,толст,толста',то'лсто,то'лсты,то'лстый,то'лстого,то'лстому,"то'лстый,то'лстого",то'лстым,то'лстом,то'лстая,то'лстой,то'лстой,то'лстую,"то'лстой,(то'лстою)",то'лстой,то'лстое,то'лстого,то'лстому,то'лстое,то'лстым,то'лстом,то'лстые,то'лстых,то'лстым,"то'лстые,то'лстых",то'лстыми,то'лстых
правый,пра'вый,"right, right-hand, right-wing","recht, gerecht",праве'е,са'мый пра'вый,прав,права',пра'во,"пра'вы,правы'",пра'вый,пра'вого,пра'вому,"пра'вый,пра'вого",пра'вым,пра'вом,пра'вая,пра'вой,пра'вой,пра'вую,"пра'вой,(пра'вою)",пра'вой,пра'вое,пра'вого,пра'вому,пра'вое,пра'вым,пра'вом,пра'вые,пра'вых,пра'вым,"пра'вые,пра'вых",пра'выми,пра'вых
больной,больно'й,"sick, diseased, sore, morbid",krank,больн,са'мый больно'й,бо'лен,больна',больно',больны',больно'й,больно'го,больно'му,"больно'й, больно'го",больны'м,больно'м,больна'я,больно'й,больно'й,больну'ю,"больно'й, больно'ю",больно'й,больно'е,больно'го,больно'му,больно'е,больны'м,больно'м,больны'е,больны'х,больны'м,"больны'е, больны'х",больны'ми,больны'х
многие,мно'гие,many,"viele, manche",,,,,,,,,,,,,,,,,,,мно'гое,мно'гого,мно'гому,мно'гое,мно'гим,мно'гом,мно'гие,мно'гих,мно'гим,"мно'гие, мно'гих",мно'гими,мно'гих
всякий,вся'кий,"every type of, every sort of, any type of, any sort of","jeder, jede, jedes, jeglicher; allerlei",,,,,,,вся'кий,вся'кого,вся'кому,"вся'кий,вся'кого",вся'ким,вся'ком,вся'кая,вся'кой,вся'кой,вся'кую,"вся'кой, вся'кою",вся'кой,вся'кое,вся'кого,вся'кому,вся'кое,вся'ким,вся'ком,вся'кие,вся'ких,вся'ким,"вся'кие,вся'ких",вся'кими,вся'ких
государственный,госуда'рственный,state; national; public,"Staats-, staatlich",,,,,,,госуда'рственный,госуда'рственного,госуда'рственному,"госуда'рственный,госуда'рственного",госуда'рственным,госуда'рственном,госуда'рственная,госуда'рственной,госуда'рственной,госуда'рственную,"госуда'рственной,(госуда'рственною)",госуда'рственной,госуда'рственное,госуда'рственного,госуда'рственному,госуда'рственное,госуда'рственным,госуда'рственном,госуда'рственные,госуда'рственных,госуда'рственным,"госуда'рственные,госуда'рственных",госуда'рственными,госуда'рственных
рабочий,рабо'чий,"working; working-class, work","Arbeits-, Arbeiter-",,,,,,,рабо'чий,рабо'чего,рабо'чему,"рабо'чий,рабо'чего",рабо'чим,рабо'чем,рабо'чая,рабо'чей,рабо'чей,рабо'чую,"рабо'чей,(рабо'чею)",рабо'чей,рабо'чее,рабо'чего,рабо'чему,рабо'чее,рабо'чим,рабо'чем,рабо'чие,рабо'чих,рабо'чим,"рабо'чие,рабо'чих",рабо'чими,рабо'чих
крупный,кру'пный,"large, big, large-scale, great, important, prominent, outstanding, major, tall, well-grown","groß, Groß-, bedeutend; grob (bestehend aus großen Partikeln)",крупне'е,крупне'йший,кру'пен,крупна',кру'пно,кру'пны',кру'пный,кру'пного,кру'пному,"кру'пный,кру'пного",кру'пным,кру'пном,кру'пная,кру'пной,кру'пной,кру'пную,"кру'пной,(кру'пною)",кру'пной,кру'пное,кру'пного,кру'пному,кру'пное,кру'пным,кру'пном,кру'пные,кру'пных,кру'пным,"кру'пные,кру'пных",кру'пными,кру'пных
открытый,откры'тый,"open, overt, frank, undisguised","offen, geöffnet, offenherzig, unbedeckt (bloß); Frei-, frei",,,откры'т,откры'та,откры'то,откры'ты,откры'тый,откры'того,откры'тому,"откры'тый,откры'того",откры'тым,откры'том,откры'тая,откры'той,откры'той,откры'тую,"откры'той,(откры'тою)",откры'той,откры'тое,откры'того,откры'тому,откры'тое,откры'тым,откры'том,откры'тые,откры'тых,откры'тым,"откры'тые,откры'тых",откры'тыми,откры'тых
холодный,холо'дный,"cold, cool","kalt, leicht, kühl",холодне'е,холодне'йший,хо'лоден,холодна',хо'лодно,"хо'лодны,холодны'",холо'дный,холо'дного,холо'дному,"холо'дного,холо'дный",холо'дным,холо'дном,холо'дная,холо'дной,холо'дной,холо'дную,"холо'дной,холо'дною",холо'дной,холо'дное,холо'дного,холо'дному,холо'дное,холо'дным,холо'дном,холо'дные,холо'дных,холо'дным,"холо'дных,холо'дные",холо'дными,холо'дных
местный,ме'стный,local,"örtlich, Orts-, Lokal-, ortsansässig, hiesig",,,ме'стен,ме'стна,ме'стно,ме'стны,ме'стный,ме'стного,ме'стному,"ме'стного,ме'стный",ме'стным,ме'стном,ме'стная,ме'стной,ме'стной,ме'стную,"ме'стной,ме'стною",ме'стной,ме'стное,ме'стного,ме'стному,ме'стное,ме'стным,ме'стном,ме'стные,ме'стных,ме'стным,"ме'стных,ме'стные",ме'стными,ме'стных
родной,родно'й,"native, home, dear, darling, relatives, relations, kinsfolk, kin","verwandt, leiblich (blutsverwandt), eigen (angestammt); der Angehörige / Verwandte; Heimat-, heimisch (nahe, teuer, lieb)",,,,,,,родно'й,родно'го,родно'му,"родно'й,родно'го",родны'м,родно'м,родна'я,родно'й,родно'й,родну'ю,"родно'й,(родно'ю)",родно'й,родно'е,родно'го,родно'му,родно'е,родны'м,родно'м,родны'е,родны'х,родны'м,"родны'е,родны'х",родны'ми,родны'х
жёлтый,жёлтый,"yellow, or",gelb,желте'е,желте'йший,жёлт,желта',"жёлто,желто'","жёлты,желты'",жёлтый,жёлтого,жёлтому,"жёлтый,жёлтого",жёлтым,жёлтом,жёлтая,жёлтой,жёлтой,жёлтую,"жёлтой,(жёлтою)",жёлтой,жёлтое,жёлтого,жёлтому,жёлтое,жёлтым,жёлтом,жёлтые,жёлтых,жёлтым,"жёлтые,жёлтых",жёлтыми,жёлтых
золотой,золото'й,"gold, golden, or, gold coin, sovereign","Gold-, golden",,,,,,,золото'й,золото'го,золото'му,"золото'го,золото'й",золоты'м,золото'м,золота'я,золото'й,золото'й,золоту'ю,"золото'й,золото'ю",золото'й,золото'е,золото'го,золото'му,золото'е,золоты'м,золото'м,золоты'е,золоты'х,золоты'м,"золоты'х,золоты'е",золоты'ми,золоты'х
политический,полити'ческий,political,politisch,,,,,,,полити'ческий,полити'ческого,полити'ческому,"полити'ческий,полити'ческого",полити'ческим,полити'ческом,полити'ческая,полити'ческой,полити'ческой,полити'ческую,"полити'ческой,(полити'ческою)",полити'ческой,полити'ческое,полити'ческого,полити'ческому,полити'ческое,полити'ческим,полити'ческом,полити'ческие,полити'ческих,полити'ческим,"полити'ческие,полити'ческих",полити'ческими,полити'ческих
обычный,обы'чный,"usual, customary; ordinary","gewöhnlich, gewohnt, üblich; normalerweise",,,обы'чен,обы'чна,обы'чно,обы'чны,обы'чный,обы'чного,обы'чному,"обы'чный,обы'чного",обы'чным,обы'чном,обы'чная,обы'чной,обы'чной,обы'чную,"обы'чной,(обы'чною)",обы'чной,обы'чное,обы'чного,обы'чному,обы'чное,обы'чным,обы'чном,обы'чные,обы'чных,обы'чным,"обы'чные,обы'чных",обы'чными,обы'чных
важный,ва'жный,"important, significant, grand, pompous","wichtig, bedeutend",важне'е,важне'йший,ва'жен,важна',ва'жно,"ва'жны,важны'",ва'жный,ва'жного,ва'жному,"ва'жный,ва'жного",ва'жным,ва'жном,ва'жная,ва'жной,ва'жной,ва'жную,"ва'жной,(ва'жною)",ва'жной,ва'жное,ва'жного,ва'жному,ва'жное,ва'жным,ва'жном,ва'жные,ва'жных,ва'жным,"ва'жные,ва'жных",ва'жными,ва'жных
железный,желе'зный,"iron, ferreous, ferrous","eisern, Eisen-",,,желе'зен,желе'зна,желе'зно,желе'зны,желе'зный,желе'зного,желе'зному,"желе'зный,желе'зного",желе'зным,желе'зном,желе'зная,желе'зной,желе'зной,желе'зную,"желе'зной,(желе'зною)",желе'зной,желе'зное,желе'зного,желе'зному,желе'зное,желе'зным,желе'зном,желе'зные,желе'зных,желе'зным,"желе'зные,желе'зных",желе'зными,желе'зных
остальной,остально'й,"the rest of, the rest, the others","übrig, restlich; sonstig",,,,,,,остально'й,остально'го,остально'му,"остально'й,остально'го",остальны'м,остально'м,остальна'я,остально'й,остально'й,остальну'ю,"остально'й, остально'ю",остально'й,остально'е,остально'го,остально'му,остально'е,остальны'м,остально'м,остальны'е,остальны'х,остальны'м,"остальны'е,остальны'х",остальны'ми,остальны'х
синий,си'ний,dark blue,blau; dunkelblau,сине'е,сине'йший,синь,синя',си'не,си'ни,си'ний,си'него,си'нему,"си'ний, си'него",си'ним,си'нем,си'няя,си'ней,си'ней,си'нюю,"си'ней, си'нею",си'ней,си'нее,си'него,си'нему,си'нее,си'ним,си'нем,си'ние,си'них,си'ним,"си'ние, си'них",си'ними,си'них
тёплый,тёплый,"warm, mild, cordial, kindly, affectionate",warm; herzlich,тепле'е,тепле'йший,тёпел,тепла',тепло',теплы',тёплый,тёплого,тёплому,"тёплого,тёплый",тёплым,тёплом,тёплая,тёплой,тёплой,тёплую,"тёплой,тёплою",тёплой,тёплое,тёплого,тёплому,тёплое,тёплым,тёплом,тёплые,тёплых,тёплым,"тёплых,тёплые",тёплыми,тёплых
немецкий,неме'цкий,German,deutsch,,,,,,,неме'цкий,неме'цкого,неме'цкому,"неме'цкий,неме'цкого",неме'цким,неме'цком,неме'цкая,неме'цкой,неме'цкой,неме'цкую,"неме'цкой,(неме'цкою)",неме'цкой,неме'цкое,неме'цкого,неме'цкому,неме'цкое,неме'цким,неме'цком,неме'цкие,неме'цких,неме'цким,"неме'цкие,неме'цких",неме'цкими,неме'цких
частый,ча'стый,"frequent; close, thick; quick, rapid","oft, häufig; dicht, feinmaschig (Textilien)",ча'ще,,ча'ст,часта',ча'сто,ча'сты,ча'стый,ча'стого,ча'стому,"ча'стый,ча'стого",ча'стым,ча'стом,ча'стая,ча'стой,ча'стой,ча'стую,"ча'стой,(ча'стою)",ча'стой,ча'стое,ча'стого,ча'стому,ча'стое,ча'стым,ча'стом,ча'стые,ча'стых,ча'стым,"ча'стые,ча'стых",ча'стыми,ча'стых
поздний,по'здний,"late, tardy",spät; verspätet,поздне'е;по'зже,поздне'йший,,,,,по'здний,по'зднего,по'зднему,"по'здний,по'зднего",по'здним,по'зднем,по'здняя,по'здней,по'здней,по'зднюю,"по'здней,(по'зднею)",по'здней,по'зднее,по'зднего,по'зднему,по'зднее,по'здним,по'зднем,по'здние,по'здних,по'здним,"по'здние,по'здних",по'здними,по'здних
московский,моско'вский,Moscow,Moskauer,,,,,,,моско'вский,моско'вского,моско'вскому,"моско'вский,моско'вского",моско'вским,моско'вском,моско'вская,моско'вской,моско'вской,моско'вскую,"моско'вской,(моско'вскою)",моско'вской,моско'вское,моско'вского,моско'вскому,моско'вское,моско'вским,моско'вском,моско'вские,моско'вских,моско'вским,"моско'вские,моско'вских",моско'вскими,моско'вских
уверенный,уве'ренный,"assured, sure, confident, positive, certain","sicher, selbstsicher; überzeugt (von), zuversichtlich",уве'реннее,,уве'рен,уве'рена,уве'рено,уве'рены,уве'ренный,уве'ренного,уве'ренному,"уве'ренный,уве'ренного",уве'ренным,уве'ренном,уве'ренная,уве'ренной,уве'ренной,уве'ренную,"уве'ренной,(уве'ренною)",уве'ренной,уве'ренное,уве'ренного,уве'ренному,уве'ренное,уве'ренным,уве'ренном,уве'ренные,уве'ренных,уве'ренным,"уве'ренные,уве'ренных",уве'ренными,уве'ренных
неизвестный,неизве'стный,unknown,"unbekannt, nicht bekannt",,,неизве'стен,неизве'стна,неизве'стно,неизве'стны,неизве'стный,неизве'стного,неизве'стному,"неизве'стный,неизве'стного",неизве'стным,неизве'стном,неизве'стная,неизве'стной,неизве'стной,неизве'стную,"неизве'стной, неизве'стною",неизве'стной,неизве'стное,неизве'стного,неизве'стному,неизве'стное,неизве'стным,неизве'стном,неизве'стные,неизве'стных,неизве'стным,"неизве'стные,неизве'стных",неизве'стными,неизве'стных
тонкий,то'нкий,"thin, fine, delicate, slender, slim, subtle, dainty, high-pitched, keen, shrewd, astute","dünn, fein, schlank, scharf, verfeinert",то'ньше,тонча'йший,то'нок,тонка',то'нко,тонки',то'нкий,то'нкого,то'нкому,"то'нкий,то'нкого",то'нким,то'нком,то'нкая,то'нкой,то'нкой,то'нкую,"то'нкой,(то'нкою)",то'нкой,то'нкое,то'нкого,то'нкому,то'нкое,то'нким,то'нком,то'нкие,то'нких,то'нким,"то'нкие,то'нких",то'нкими,то'нких
внутренний,вну'тренний,"inner, interior; domestic","inner, inwendig; intern; Innen-, Binnen-",,,,вну'трення,вну'тренне,вну'тренни,вну'тренний,вну'треннего,вну'треннему,"вну'тренний,вну'треннего",вну'тренним,вну'треннем,вну'тренняя,вну'тренней,вну'тренней,вну'треннюю,"вну'тренней,(вну'треннею)",вну'тренней,вну'треннее,вну'треннего,вну'треннему,вну'треннее,вну'тренним,вну'треннем,вну'тренние,вну'тренних,вну'тренним,"вну'тренние,вну'тренних",вну'тренними,вну'тренних
верный,ве'рный,"true, right, faithful, loyal, reliable, sure, certain, correct","richtig, wahr; treu, ergeben; sicher, zuverlässig",,,ве'рен,верна',ве'рно,"ве'рны,верны'",ве'рный,ве'рного,ве'рному,"ве'рный,ве'рного",ве'рным,ве'рном,ве'рная,ве'рной,ве'рной,ве'рную,"ве'рной,(ве'рною)",ве'рной,ве'рное,ве'рного,ве'рному,ве'рное,ве'рным,ве'рном,ве'рные,ве'рных,ве'рным,"ве'рные,ве'рных",ве'рными,ве'рных
прекрасный,прекра'сный,"beautiful, fine, excellent","schön, wunderschön, wunderbar, herrlich; prächtig, prachtvoll, glänzend, vortrefflich, ausgezeichnet",прекра'снее,прекра'снейший,прекра'сен,прекра'сна,прекра'сно,прекра'сны,прекра'сный,прекра'сного,прекра'сному,"прекра'сный,прекра'сного",прекра'сным,прекра'сном,прекра'сная,прекра'сной,прекра'сной,прекра'сную,"прекра'сной, прекра'сною",прекра'сной,прекра'сное,прекра'сного,прекра'сному,прекра'сное,прекра'сным,прекра'сном,прекра'сные,прекра'сных,прекра'сным,"прекра'сные,прекра'сных",прекра'сными,прекра'сных
американский,америка'нский,American,amerikanisch,,,,,,,америка'нский,америка'нского,америка'нскому,"америка'нский,америка'нского",америка'нским,америка'нском,америка'нская,америка'нской,америка'нской,америка'нскую,"америка'нской,(америка'нскою)",америка'нской,америка'нское,америка'нского,америка'нскому,америка'нское,америка'нским,америка'нском,америка'нские,америка'нских,америка'нским,"америка'нские,америка'нских",америка'нскими,америка'нских
выше,вы'ше,"above, higher, over, beyond","höher, größer; oberhalb, über, weiter oben",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
чей,чей,whose,"wessen, dessen, deren",,,,,,,че'й,чьего',чьему',"че'й,чьего'",чьи'м,чьём,чья',чье'й,чье'й,чью',"чье'й, чье'ю",чье'й,чьё,чьего',чьему',чьё,чьи'м,чьём,чьи',чьи'х,чьи'м,"чьи',чьи'х",чьи'ми,чьи'х
серьёзный,серьёзный,"serious, earnest, grave","ernst, ernsthaft, ernstlich, schwer (Krankheit etc.); seriös, ernst gemeint",,,серьёзен,серьёзна,серьёзно,серьёзны,серьёзный,серьёзного,серьёзному,"серьёзный,серьёзного",серьёзным,серьёзном,серьёзная,серьёзной,серьёзной,серьёзную,"серьёзной, серьёзною",серьёзной,серьёзное,серьёзного,серьёзному,серьёзное,серьёзным,серьёзном,серьёзные,серьёзных,серьёзным,"серьёзные,серьёзных",серьёзными,серьёзных
быстрый,бы'стрый,"fast, quick, rapid, prompt","schnell, rasch",быстре'е,быстре'йший,бы'стр,быстра',бы'стро,"бы'стры,быстры'",бы'стрый,бы'строго,бы'строму,"бы'стрый,бы'строго",бы'стрым,бы'стром,бы'страя,бы'строй,бы'строй,бы'струю,"бы'строй,(бы'строю)",бы'строй,бы'строе,бы'строго,бы'строму,бы'строе,бы'стрым,бы'стром,бы'стрые,бы'стрых,бы'стрым,"бы'стрые,бы'стрых",бы'стрыми,бы'стрых
связанный,свя'занный,connected (with something); constrained (by something),verbunden; zusammengebunden,,,свя'зан,свя'занна,свя'занно,свя'занны,свя'занный,свя'занного,свя'занному,"свя'занный,свя'занного",свя'занным,свя'занном,свя'занная,свя'занной,свя'занной,свя'занную,"свя'занной,(свя'занною)",свя'занной,свя'занное,свя'занного,свя'занному,свя'занное,свя'занным,свя'занном,свя'занные,свя'занных,свя'занным,"свя'занные,свя'занных",свя'занными,свя'занных
долгий,до'лгий,"long, of long duration",lang,до'льше,до'лее,до'лог,долга',до'лго,до'лги,до'лгий,до'лгого,до'лгому,"до'лгий,до'лгого",до'лгим,до'лгом,до'лгая,до'лгой,до'лгой,до'лгую,"до'лгой,(до'лгою)",до'лгой,до'лгое,до'лгого,до'лгому,до'лгое,до'лгим,до'лгом,до'лгие,до'лгих,до'лгим,"до'лгие,до'лгих",до'лгими,до'лгих
тихий,ти'хий,"quiet, low, silent, still, soft; peaceful, unhurried, calm","leise, gedämpft; still, ruhig; langsam",ти'ше,тиша'йший,тих,тиха',ти'хо,"ти'хи,тихи'",ти'хий,ти'хого,ти'хому,"ти'хий,ти'хого",ти'хим,ти'хом,ти'хая,ти'хой,ти'хой,ти'хую,"ти'хой,(ти'хою)",ти'хой,ти'хое,ти'хого,ти'хому,ти'хое,ти'хим,ти'хом,ти'хие,ти'хих,ти'хим,"ти'хие,ти'хих",ти'хими,ти'хих
глубокий,глубо'кий,"deep, profound","tief; tiefgreifend, gründlich",глу'бже,глубоча'йший,глубо'к,глубока',"глубо'ко,глубоко'","глубо'ки,глубоки'",глубо'кий,глубо'кого,глубо'кому,"глубо'кий,глубо'кого",глубо'ким,глубо'ком,глубо'кая,глубо'кой,глубо'кой,глубо'кую,"глубо'кой,(глубо'кою)",глубо'кой,глубо'кое,глубо'кого,глубо'кому,глубо'кое,глубо'ким,глубо'ком,глубо'кие,глубо'ких,глубо'ким,"глубо'кие,глубо'ких",глубо'кими,глубо'ких
левый,ле'вый,"left, left-hand, port, left-wing","link; linke(r, s)",,,ле'в,"ле'ва,лева'",ле'во,ле'вы,ле'вый,ле'вого,ле'вому,"ле'вого,ле'вый",ле'вым,ле'вом,ле'вая,ле'вой,ле'вой,ле'вую,"ле'вой,ле'вою",ле'вой,ле'вое,ле'вого,ле'вому,ле'вое,ле'вым,ле'вом,ле'вые,ле'вых,ле'вым,"ле'вых,ле'вые",ле'выми,ле'вых
пришлый,при'шлый,Alien; Foreign,zugewandert,,,,,,,при'шлый,при'шлого,при'шлому,"при'шлый,при'шлого",при'шлым,при'шлом,при'шлая,при'шлой,при'шлой,при'шлую,"при'шлой,(при'шлою)",при'шлой,при'шлое,при'шлого,при'шлому,при'шлое,при'шлым,при'шлом,при'шлые,при'шлых,при'шлым,"при'шлые,при'шлых",при'шлыми,при'шлых
